Timestamp,Circuit.ieee13nodeckt__Losses
2020-01-01 07:00:00,(39472.31306160549+113850.98559832686j)
2020-01-01 07:15:00,(40133.87297127604+115877.51316919783j)
2020-01-01 07:30:00,(40134.89057922338+115880.65741025412j)
2020-01-01 07:45:00,(29817.2665315494+85672.92438710059j)
2020-01-01 08:00:00,(29820.941625723146+85684.02835611872j)
2020-01-01 08:15:00,(29820.96242486083+85684.093477775j)
2020-01-01 08:30:00,(25232.470499130824+72236.82686497606j)
2020-01-01 08:45:00,(25230.85805821967+72231.86159669359j)
2020-01-01 09:00:00,(25230.850743946263+72231.8376149827j)
2020-01-01 09:15:00,(25230.850717876125+72231.83752744507j)
2020-01-01 09:30:00,(25230.850722174015+72231.83751453839j)
2020-01-01 09:45:00,(22253.79767092258+63508.93488617367j)
2020-01-01 10:00:00,(22252.859039109542+63506.03647431432j)
2020-01-01 10:15:00,(22252.85546403341+63506.02452351547j)
2020-01-01 10:30:00,(20787.017575826994+59229.64060273909j)
2020-01-01 10:45:00,(20787.628891532033+59231.71663073034j)
2020-01-01 11:00:00,(20787.630642366606+59231.723396334055j)
2020-01-01 11:15:00,(20787.630638468156+59231.72341935785j)
2020-01-01 11:30:00,(20787.630642790613+59231.72340535444j)
2020-01-01 11:45:00,(20536.288205103094+58495.34730224718j)
2020-01-01 12:00:00,(20535.291538552916+58492.319930281694j)
2020-01-01 12:15:00,(20535.28768578411+58492.30773800595j)
2020-01-01 12:30:00,(21650.30328163082+61759.56595031872j)
2020-01-01 12:45:00,(21650.599387682567+61760.480725159294j)
2020-01-01 13:00:00,(21650.60055806454+61760.48451618142j)
2020-01-01 13:15:00,(21650.600561222196+61760.484530705806j)
2020-01-01 13:30:00,(21650.60056536129+61760.48454822054j)
2020-01-01 13:45:00,(23914.8220795625+68395.8420880131j)
2020-01-01 14:00:00,(23915.49386591686+68397.91279860502j)
2020-01-01 14:15:00,(23915.496813542304+68397.92226057591j)
2020-01-01 14:30:00,(25884.222349067393+74168.00843323402j)
2020-01-01 14:45:00,(25884.850153354746+74169.94024094263j)
2020-01-01 15:00:00,(25884.85312426051+74169.9497543658j)
2020-01-01 15:15:00,(25884.853140995085+74169.94980899787j)
2020-01-01 15:30:00,(25884.853133297227+74169.94980413951j)
2020-01-01 15:45:00,(28984.040863258368+83254.49854150123j)
2020-01-01 16:00:00,(28985.155950699973+83257.92213808607j)
2020-01-01 16:15:00,(28985.161821367205+83257.94074503443j)
2020-01-01 16:30:00,(33162.05135395204+95503.74268941056j)
2020-01-01 16:45:00,(33163.77811173865+95509.03145323599j)
2020-01-01 17:00:00,(33163.788347691065+95509.06361011372j)
2020-01-01 17:15:00,(33163.788401300844+95509.06380719556j)
2020-01-01 17:30:00,(33163.788397362616+95509.06381125956j)
2020-01-01 17:45:00,(35797.026290338974+103230.42784919584j)
2020-01-01 18:00:00,(35798.18369213535+103233.96821792054j)
2020-01-01 18:15:00,(35798.190997066224+103233.99111589204j)
2020-01-01 18:30:00,(36822.86429666703+106238.38031487048j)
2020-01-01 18:45:00,(36828.64077293683+106255.85017614801j)
2020-01-01 19:00:00,(36828.67777320561+106255.9645671978j)
2020-01-01 19:15:00,(36828.67801522881+106255.96531981928j)
2020-01-01 19:30:00,(36828.67801973478+106255.96532764022j)
2020-01-01 19:45:00,(37748.0694799617+108951.77572405832j)
2020-01-01 20:00:00,(37753.331211452096+108967.68605817726j)
2020-01-01 20:15:00,(37753.36556199951+108967.79219679031j)
2020-01-01 20:30:00,(36344.31703848574+104835.6035347158j)
2020-01-01 20:45:00,(36343.706291687835+104833.7358590003j)
2020-01-01 21:00:00,(36343.70239152698+104833.72364219467j)
2020-01-01 21:15:00,(36343.70236766807+104833.72356629951j)
2020-01-01 21:30:00,(36343.70236615303+104833.72355673416j)
2020-01-01 21:45:00,(36426.89011417334+105077.63516064343j)
2020-01-01 22:00:00,(36427.352748647594+105079.0344083356j)
2020-01-01 22:15:00,(36427.35569362528+105079.04350385723j)
2020-01-01 22:30:00,(36975.579194815065+106686.48846309254j)
2020-01-01 22:45:00,(36978.667469966575+106695.82806801055j)
2020-01-01 23:00:00,(36978.68731325599+106695.88940751264j)
2020-01-01 23:15:00,(36978.6874460202+106695.88982115437j)
2020-01-01 23:30:00,(36978.68744374577+106695.88982034317j)
2020-01-01 23:45:00,(40918.474240893665+118250.6672014711j)
2020-01-02 00:00:00,(40920.46688258048+118256.75027388975j)
2020-01-02 00:15:00,(40920.480902702075+118256.79397757327j)
2020-01-02 00:30:00,(58262.39838007745+169050.09264386503j)
2020-01-02 00:45:00,(58261.87596787646+169048.30173619132j)
2020-01-02 01:00:00,(58261.87161924689+169048.28499815884j)
2020-01-02 01:15:00,(58261.87160026615+169048.2848853672j)
2020-01-02 01:30:00,(58261.87159969752+169048.28487605142j)
2020-01-02 01:45:00,(63481.09974423154+184362.83929786796j)
2020-01-02 02:00:00,(63487.6700026754+184382.79797323584j)
2020-01-02 02:15:00,(63487.7476157046+184383.04151740507j)
2020-01-02 02:30:00,(59362.41347279103+172277.9840273999j)
2020-01-02 02:45:00,(59357.70838295153+172263.68202783744j)
2020-01-02 03:00:00,(59357.65613154845+172263.51742884505j)
2020-01-02 03:15:00,(59357.6555820757+172263.51561015286j)
2020-01-02 03:30:00,(59357.65557979406+172263.5155893031j)
2020-01-02 03:45:00,(54367.848200591994+157624.092131404j)
2020-01-02 04:00:00,(54362.639517483476+157608.24297637265j)
2020-01-02 04:15:00,(54362.58636832198+157608.07454456683j)
2020-01-02 04:30:00,(47891.58591319899+138626.95374783943j)
2020-01-02 04:45:00,(47885.647062722266+138608.8545630449j)
2020-01-02 05:00:00,(47885.59402060776+138608.68458317258j)
2020-01-02 05:15:00,(47885.593613753175+138608.68314439082j)
2020-01-02 05:30:00,(47885.59361810335+138608.68313674207j)
2020-01-02 05:45:00,(39054.64447788149+112712.9835442401j)
2020-01-02 06:00:00,(39048.06034662261+112692.86398508774j)
2020-01-02 06:15:00,(39048.01467713425+112692.71377612824j)
2020-01-02 06:30:00,(29940.435798136208+86019.4681208946j)
2020-01-02 06:45:00,(29941.791693062372+86024.0196558063j)
